concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000251,Recipe,西红柿炒鸡蛋,西红柿炒鸡蛋 (Recipe),西红柿炒鸡蛋,"[{'term': '番茄炒鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato炒鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/西红柿炒鸡蛋.md
201000252,Recipe,地三鲜,地三鲜 (Recipe),地三鲜,[],其他,3,,,,,,dishes/vegetable_dish/地三鲜.md
201000253,Recipe,凉拌豆腐,凉拌豆腐 (Recipe),凉拌豆腐,"[{'term': '凉拌tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '凉拌嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '凉拌老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/凉拌豆腐.md
201000254,Recipe,脆皮豆腐,脆皮豆腐 (Recipe),脆皮豆腐,"[{'term': '脆皮老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '脆皮嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '脆皮tofu', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/vegetable_dish/脆皮豆腐.md
201000255,Recipe,凉拌油麦菜,凉拌油麦菜 (Recipe),凉拌油麦菜,[],其他,1,,,,,,dishes/vegetable_dish/凉拌油麦菜.md
201000256,Recipe,雷椒皮蛋,雷椒皮蛋 (Recipe),雷椒皮蛋,[],素菜,2,,,,,,dishes/vegetable_dish/雷椒皮蛋.md
201000257,Recipe,凉拌黄瓜,凉拌黄瓜 (Recipe),凉拌黄瓜,[],其他,1,,,,,,dishes/vegetable_dish/凉拌黄瓜.md
201000258,Recipe,金针菇日本豆腐煲,金针菇日本豆腐煲 (Recipe),金针菇日本豆腐煲,"[{'term': '金针菇日本嫩豆腐煲', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '金针菇日本老豆腐煲', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '金针菇日本tofu煲', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/金针菇日本豆腐煲.md
201000259,Recipe,素炒豆角,素炒豆角 (Recipe),素炒豆角,[],其他,2,,,,,,dishes/vegetable_dish/素炒豆角.md
201000260,Recipe,鸡蛋火腿炒黄瓜,鸡蛋火腿炒黄瓜 (Recipe),鸡蛋火腿炒黄瓜,[],素菜,2,,,,,,dishes/vegetable_dish/鸡蛋火腿炒黄瓜.md
