concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000281,Recipe,鸡蛋羹,鸡蛋羹 (Recipe),鸡蛋羹,[],素菜,2,,,,,,dishes/vegetable_dish/鸡蛋羹/鸡蛋羹.md
201000282,Recipe,微波炉鸡蛋羹,微波炉鸡蛋羹 (Recipe),微波炉鸡蛋羹,[],素菜,2,,,,,,dishes/vegetable_dish/鸡蛋羹/微波炉鸡蛋羹.md
201000283,Recipe,虎皮青椒,虎皮青椒 (Recipe),虎皮青椒,"[{'term': '虎皮bell pepper', 'language': 'en', 'language_code': 'en-US'}, {'term': '虎皮甜椒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '虎皮彩椒', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/vegetable_dish/虎皮青椒/虎皮青椒.md
201000284,Recipe,干锅花菜,干锅花菜 (Recipe),干锅花菜,[],其他,3,,,,,,dishes/vegetable_dish/干锅花菜/干锅花菜.md
201000285,Recipe,白灼菜心,白灼菜心 (Recipe),白灼菜心,[],其他,2,,,,,,dishes/vegetable_dish/白灼菜心/白灼菜心.md
201000286,Recipe,烤茄子,烤茄子 (Recipe),烤茄子,"[{'term': 'baked茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '烘烤茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'roasted茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '烤青茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '烤紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '烤eggplant', 'language': 'en', 'language_code': 'en-US'}]",其他,3,,,,,,dishes/vegetable_dish/烤茄子/烤茄子.md
201000287,Recipe,椒盐玉米,椒盐玉米 (Recipe),椒盐玉米,[],其他,3,,,,,,dishes/vegetable_dish/椒盐玉米/椒盐玉米.md
201000288,Recipe,洋葱炒鸡蛋,洋葱炒鸡蛋 (Recipe),洋葱炒鸡蛋,[],素菜,2,,,,,,dishes/vegetable_dish/洋葱炒鸡蛋/洋葱炒鸡蛋.md
201000289,Recipe,蚝油三鲜菇,蚝油三鲜菇 (Recipe),蚝油三鲜菇,[],其他,3,,,,,,dishes/vegetable_dish/蚝油三鲜菇/蚝油三鲜菇.md
201000290,Recipe,蒜蓉空心菜,蒜蓉空心菜 (Recipe),蒜蓉空心菜,[],其他,2,,,,,,dishes/vegetable_dish/蒜蓉空心菜/蒜蓉空心菜.md
