concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000311,Recipe,番茄牛肉蛋花汤,番茄牛肉蛋花汤 (Recipe),番茄牛肉蛋花汤,[],素菜,3,,,,,,dishes/soup/番茄牛肉蛋花汤.md
201000312,Recipe,皮蛋瘦肉粥,皮蛋瘦肉粥 (Recipe),皮蛋瘦肉粥,[],素菜,3,,,,,,dishes/soup/皮蛋瘦肉粥.md
201000313,Recipe,罗宋汤,罗宋汤 (Recipe),罗宋汤,[],其他,4,,,,,,dishes/soup/罗宋汤.md
201000314,Recipe,勾芡香菇汤,勾芡香菇汤 (Recipe),勾芡香菇汤,[],其他,3,,,,,,dishes/soup/勾芡香菇汤/勾芡香菇汤.md
201000315,Recipe,菌菇炖乳鸽,菌菇炖乳鸽 (Recipe),菌菇炖乳鸽,"[{'term': '菌菇stewed乳鸽', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '菌菇煲乳鸽', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/soup/菌菇炖乳鸽/菌菇炖乳鸽.md
201000316,Recipe,银耳莲子粥,银耳莲子粥 (Recipe),银耳莲子粥,[],其他,4,,,,,,dishes/soup/银耳莲子粥/银耳莲子粥.md
201000317,Recipe,陈皮排骨汤,陈皮排骨汤 (Recipe),陈皮排骨汤,[],其他,3,,,,,,dishes/soup/陈皮排骨汤/陈皮排骨汤.md
201000318,Recipe,玉米排骨汤,玉米排骨汤 (Recipe),玉米排骨汤,[],其他,3,,,,,,dishes/soup/玉米排骨汤/玉米排骨汤.md
201000319,Recipe,朱雀汤,朱雀汤 (Recipe),朱雀汤,[],其他,1,,,,,,dishes/soup/朱雀汤/朱雀汤.md
201000320,Recipe,羊肉汤,羊肉汤 (Recipe),羊肉汤,[],荤菜,3,,,,,,dishes/soup/羊肉汤/羊肉汤.md
