concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000191,Recipe,西红柿鸡蛋挂面,西红柿鸡蛋挂面 (Recipe),西红柿鸡蛋挂面,"[{'term': '番茄鸡蛋挂面', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato鸡蛋挂面', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/staple/西红柿鸡蛋挂面/西红柿鸡蛋挂面.md
201000192,Recipe,河南蒸面条,河南蒸面条 (Recipe),河南蒸面条,"[{'term': '河南清蒸面条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '河南steamed面条', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/staple/河南蒸面条/河南蒸面条.md
201000193,Recipe,清蒸生蚝,清蒸生蚝 (Recipe),清蒸生蚝,"[{'term': '清清蒸生蚝', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清steamed生蚝', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/aquatic/清蒸生蚝.md
201000194,Recipe,红烧鲤鱼,红烧鲤鱼 (Recipe),红烧鲤鱼,"[{'term': 'braised鲤鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/红烧鲤鱼.md
201000195,Recipe,红烧鱼,红烧鱼 (Recipe),红烧鱼,"[{'term': 'braised鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/红烧鱼.md
201000196,Recipe,红烧鱼头,红烧鱼头 (Recipe),红烧鱼头,"[{'term': 'braised鱼头', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/红烧鱼头.md
201000197,Recipe,咖喱炒蟹,咖喱炒蟹 (Recipe),咖喱炒蟹,[],其他,4,,,,,,dishes/aquatic/咖喱炒蟹.md
201000198,Recipe,水煮鱼,水煮鱼 (Recipe),水煮鱼,[],荤菜,4,,,,,,dishes/aquatic/水煮鱼.md
201000199,Recipe,微波葱姜黑鳕鱼,微波葱姜黑鳕鱼 (Recipe),微波葱姜黑鳕鱼,[],荤菜,3,,,,,,dishes/aquatic/微波葱姜黑鳕鱼.md
201000200,Recipe,糖醋鲤鱼,糖醋鲤鱼 (Recipe),糖醋鲤鱼,"[{'term': 'sweet and sour鲤鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/糖醋鲤鱼/糖醋鲤鱼.md
