concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000131,Recipe,姜炒鸡,姜炒鸡 (Recipe),姜炒鸡,[],荤菜,3,,,,,,dishes/meat_dish/姜炒鸡/姜炒鸡.md
201000132,Recipe,芥末罗氏虾,芥末罗氏虾 (Recipe),芥末罗氏虾,[],荤菜,3,,,,,,dishes/meat_dish/芥末罗氏虾/芥末罗氏虾.md
201000133,Recipe,西红柿牛腩,西红柿牛腩 (Recipe),西红柿牛腩,"[{'term': 'tomato牛腩', 'language': 'en', 'language_code': 'en-US'}, {'term': '番茄牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,5,,,,,,dishes/meat_dish/西红柿牛腩/西红柿牛腩.md
201000134,Recipe,土豆炖排骨,土豆炖排骨 (Recipe),土豆炖排骨,"[{'term': 'potato炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋芋炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '马铃薯炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土豆stewed排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土豆煲排骨', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/meat_dish/土豆炖排骨/土豆炖排骨.md
201000135,Recipe,广式萝卜牛腩,广式萝卜牛腩 (Recipe),广式萝卜牛腩,"[{'term': '广式白萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式radish牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式胡萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/meat_dish/广式萝卜牛腩/广式萝卜牛腩.md
201000136,Recipe,香干芹菜炒肉,香干芹菜炒肉 (Recipe),香干芹菜炒肉,[],荤菜,3,,,,,,dishes/meat_dish/香干芹菜炒肉/香干芹菜炒肉.md
201000137,Recipe,姜葱捞鸡,姜葱捞鸡 (Recipe),姜葱捞鸡,[],荤菜,3,,,,,,dishes/meat_dish/姜葱捞鸡/姜葱捞鸡.md
201000138,Recipe,酱牛肉,酱牛肉 (Recipe),酱牛肉,[],荤菜,5,,,,,,dishes/meat_dish/酱牛肉/酱牛肉.md
201000139,Recipe,啤酒鸭,啤酒鸭 (Recipe),啤酒鸭,[],其他,4,,,,,,dishes/meat_dish/啤酒鸭/啤酒鸭.md
201000140,Recipe,酱排骨,酱排骨 (Recipe),酱排骨,[],其他,4,,,,,,dishes/meat_dish/酱排骨/酱排骨.md
