concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000261,Recipe,清炒花菜,清炒花菜 (Recipe),清炒花菜,"[{'term': '炒制花菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'stir-fried花菜', 'language': 'en', 'language_code': 'en-US'}]",其他,2,,,,,,dishes/vegetable_dish/清炒花菜.md
201000262,Recipe,蒜蓉西兰花,蒜蓉西兰花 (Recipe),蒜蓉西兰花,[],其他,2,,,,,,dishes/vegetable_dish/蒜蓉西兰花.md
201000263,Recipe,红烧茄子,红烧茄子 (Recipe),红烧茄子,"[{'term': 'braised茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '红烧紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '红烧青茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/vegetable_dish/红烧茄子.md
201000264,Recipe,清蒸南瓜,清蒸南瓜 (Recipe),清蒸南瓜,"[{'term': '清清蒸南瓜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清steamed南瓜', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,1,,,,,,dishes/vegetable_dish/清蒸南瓜.md
201000265,Recipe,油醋爆蛋,油醋爆蛋 (Recipe),油醋爆蛋,[],素菜,2,,,,,,dishes/vegetable_dish/油醋爆蛋.md
201000266,Recipe,炒青菜,炒青菜 (Recipe),炒青菜,[],其他,2,,,,,,dishes/vegetable_dish/炒青菜.md
201000267,Recipe,水油焖蔬菜,水油焖蔬菜 (Recipe),水油焖蔬菜,"[{'term': '水油braised蔬菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '水oil-braised蔬菜', 'language': 'en', 'language_code': 'en-US'}, {'term': '水油闷蔬菜', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/vegetable_dish/水油焖蔬菜.md
201000268,Recipe,松仁玉米,松仁玉米 (Recipe),松仁玉米,[],其他,2,,,,,,dishes/vegetable_dish/松仁玉米.md
201000269,Recipe,茄子炖土豆,茄子炖土豆 (Recipe),茄子炖土豆,"[{'term': '青茄子炖土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'eggplant炖土豆', 'language': 'en', 'language_code': 'en-US'}, {'term': '茄子炖洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子炖potato', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子stewed土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '紫茄子炖土豆', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茄子煲土豆', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/vegetable_dish/茄子炖土豆.md
201000270,Recipe,炒茄子,炒茄子 (Recipe),炒茄子,"[{'term': '炒紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '炒eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '炒青茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/vegetable_dish/炒茄子.md
